Entity,Code,Day,p_avg_all_ages
Latvia,LVA,2022-01-16,9.78
Latvia,LVA,2022-01-23,3.2
Latvia,LVA,2022-01-30,-4.17
Latvia,LVA,2022-02-06,9.97
Latvia,LVA,2022-02-13,14.97
Latvia,LVA,2022-02-20,19.68
Latvia,LVA,2022-02-27,7.11
Latvia,LVA,2022-03-06,11.25
Latvia,LVA,2022-03-13,4.93
Latvia,LVA,2022-03-20,16.41
Latvia,LVA,2022-03-27,10.3
Latvia,LVA,2022-04-03,1.51
Latvia,LVA,2022-04-10,2.81
Lebanon,LBN,2020-01-31,13.26
Lebanon,LBN,2020-02-29,8.05
Lebanon,LBN,2020-03-31,-9.56
Lebanon,LBN,2020-04-30,-12.08
Lebanon,LBN,2020-05-31,2.48
Lebanon,LBN,2020-06-30,-5.6
Lebanon,LBN,2020-07-31,1.23
Lebanon,LBN,2020-08-31,13.28
Lebanon,LBN,2020-09-30,26.31
Lebanon,LBN,2020-10-31,28.37
Lebanon,LBN,2020-11-30,41.98
Lebanon,LBN,2020-12-31,51.96
Lebanon,LBN,2021-01-31,78.51
Lebanon,LBN,2021-02-28,82.62
Lebanon,LBN,2021-03-31,86.18
Lebanon,LBN,2021-04-30,71.63
Lebanon,LBN,2021-05-31,16.66
Lebanon,LBN,2021-06-30,5.2
Lebanon,LBN,2021-07-31,14.76
Lebanon,LBN,2021-08-31,39.44
Lebanon,LBN,2021-09-30,43.56
Lebanon,LBN,2021-10-31,10.12
Lebanon,LBN,2021-11-30,35.18
Lebanon,LBN,2021-12-31,57.03
Liechtenstein,LIE,2020-01-31,-24
Liechtenstein,LIE,2020-02-29,48.51
Liechtenstein,LIE,2020-03-31,-16.06
Liechtenstein,LIE,2020-04-30,8.91
Liechtenstein,LIE,2020-05-31,14.13
Liechtenstein,LIE,2020-06-30,-7.22
Liechtenstein,LIE,2020-07-31,-12.04
Liechtenstein,LIE,2020-08-31,1.77
Liechtenstein,LIE,2020-09-30,44.23
Liechtenstein,LIE,2020-10-31,2.68
Liechtenstein,LIE,2020-11-30,77.27
Liechtenstein,LIE,2020-12-31,138.53
Liechtenstein,LIE,2021-01-31,24
Liechtenstein,LIE,2021-02-28,13.86
Liechtenstein,LIE,2021-03-31,-41.61
Liechtenstein,LIE,2021-04-30,43.56
Liechtenstein,LIE,2021-05-31,30.43
Liechtenstein,LIE,2021-06-30,-43.3
Liechtenstein,LIE,2021-07-31,20.37
Liechtenstein,LIE,2021-08-31,-11.5
Liechtenstein,LIE,2021-09-30,-13.46
Liechtenstein,LIE,2021-10-31,-10.71
Liechtenstein,LIE,2021-11-30,13.64
Liechtenstein,LIE,2021-12-31,14.68
Lithuania,LTU,2020-01-05,-5.91
Lithuania,LTU,2020-01-12,-8.08
Lithuania,LTU,2020-01-19,-14.46
Lithuania,LTU,2020-01-26,-13.74
Lithuania,LTU,2020-02-02,-16.41
Lithuania,LTU,2020-02-09,-15.07
Lithuania,LTU,2020-02-16,-7.67
Lithuania,LTU,2020-02-23,-21.11
Lithuania,LTU,2020-03-01,-6.66
Lithuania,LTU,2020-03-08,-8.13
Lithuania,LTU,2020-03-15,-5.66
Lithuania,LTU,2020-03-22,-0.05
Lithuania,LTU,2020-03-29,3.76
Lithuania,LTU,2020-04-05,-2.59
Lithuania,LTU,2020-04-12,1.77
Lithuania,LTU,2020-04-19,-0.15
Lithuania,LTU,2020-04-26,2.99
Lithuania,LTU,2020-05-03,2.67
Lithuania,LTU,2020-05-10,-6
Lithuania,LTU,2020-05-17,-0.43
Lithuania,LTU,2020-05-24,-7.91
Lithuania,LTU,2020-05-31,-0.72
Lithuania,LTU,2020-06-07,-0.94
Lithuania,LTU,2020-06-14,15.23
Lithuania,LTU,2020-06-21,6.92
Lithuania,LTU,2020-06-28,11.25
Lithuania,LTU,2020-07-05,-1.09
Lithuania,LTU,2020-07-12,0.14
Lithuania,LTU,2020-07-19,8.43
Lithuania,LTU,2020-07-26,2.44
Lithuania,LTU,2020-08-02,3.82
Lithuania,LTU,2020-08-09,0.97
Lithuania,LTU,2020-08-16,6.97
Lithuania,LTU,2020-08-23,12.67
Lithuania,LTU,2020-08-30,2.85
Lithuania,LTU,2020-09-06,-0.53
Lithuania,LTU,2020-09-13,11.6
Lithuania,LTU,2020-09-20,3.65
Lithuania,LTU,2020-09-27,9.44
Lithuania,LTU,2020-10-04,0.98
Lithuania,LTU,2020-10-11,6.6
Lithuania,LTU,2020-10-18,7.48
Lithuania,LTU,2020-10-25,9.51
Lithuania,LTU,2020-11-01,13.28
Lithuania,LTU,2020-11-08,18.55
Lithuania,LTU,2020-11-15,27.31
Lithuania,LTU,2020-11-22,47.24
Lithuania,LTU,2020-11-29,47.91
Lithuania,LTU,2020-12-06,60.7
Lithuania,LTU,2020-12-13,63.8
Lithuania,LTU,2020-12-20,75.19
Lithuania,LTU,2020-12-27,69.63
Lithuania,LTU,2021-01-03,63.3
Lithuania,LTU,2021-01-10,36.62
Lithuania,LTU,2021-01-17,34.39
Lithuania,LTU,2021-01-24,17.61
Lithuania,LTU,2021-01-31,18.85
Lithuania,LTU,2021-02-07,5.64
Lithuania,LTU,2021-02-14,9.27
Lithuania,LTU,2021-02-21,4.66
Lithuania,LTU,2021-02-28,-13.64
Lithuania,LTU,2021-03-07,-1.34
Lithuania,LTU,2021-03-14,6.13
Lithuania,LTU,2021-03-21,-0.66
Lithuania,LTU,2021-03-28,2.19
Lithuania,LTU,2021-04-04,-3.23
Lithuania,LTU,2021-04-11,10.99
Lithuania,LTU,2021-04-18,5.7
Lithuania,LTU,2021-04-25,9.4
Lithuania,LTU,2021-05-02,6.13
Lithuania,LTU,2021-05-09,16.56
Lithuania,LTU,2021-05-16,11.96
Lithuania,LTU,2021-05-23,12.2
Lithuania,LTU,2021-05-30,3.94
Lithuania,LTU,2021-06-06,8.61
Lithuania,LTU,2021-06-13,8.49
Lithuania,LTU,2021-06-20,12.42
Lithuania,LTU,2021-06-27,28.02
Lithuania,LTU,2021-07-04,-6.45
Lithuania,LTU,2021-07-11,17
Lithuania,LTU,2021-07-18,22.36
Lithuania,LTU,2021-07-25,-2.64
Lithuania,LTU,2021-08-01,-0.41
Lithuania,LTU,2021-08-08,2.1
Lithuania,LTU,2021-08-15,7.37
Lithuania,LTU,2021-08-22,14.57
Lithuania,LTU,2021-08-29,14.74
Lithuania,LTU,2021-09-05,8.7
Lithuania,LTU,2021-09-12,25.92
Lithuania,LTU,2021-09-19,33.65
Lithuania,LTU,2021-09-26,38.44
Lithuania,LTU,2021-10-03,40.15
Lithuania,LTU,2021-10-10,34.91
Lithuania,LTU,2021-10-17,45.3
Lithuania,LTU,2021-10-24,33.07
Lithuania,LTU,2021-10-31,42.17
Lithuania,LTU,2021-11-07,37.58
Lithuania,LTU,2021-11-14,38.01
Lithuania,LTU,2021-11-21,29.45
Lithuania,LTU,2021-11-28,31.56
Lithuania,LTU,2021-12-05,27.1
Lithuania,LTU,2021-12-12,25
Lithuania,LTU,2021-12-19,33.19
Lithuania,LTU,2021-12-26,36.21
Lithuania,LTU,2022-01-02,8.22
Lithuania,LTU,2022-01-09,10.78
Lithuania,LTU,2022-01-16,7.72
Lithuania,LTU,2022-01-23,5.65
Lithuania,LTU,2022-01-30,0.64
Lithuania,LTU,2022-02-06,-2.81
Lithuania,LTU,2022-02-13,15.16
Lithuania,LTU,2022-02-20,11.96
Lithuania,LTU,2022-02-27,5.67
Lithuania,LTU,2022-03-06,3.05
Lithuania,LTU,2022-03-13,6.61
Lithuania,LTU,2022-03-20,8.74
Lithuania,LTU,2022-03-27,10.27
Lithuania,LTU,2022-04-03,6.82
Lithuania,LTU,2022-04-10,2.31
Luxembourg,LUX,2020-01-05,-28.57
Luxembourg,LUX,2020-01-12,-10.15
Luxembourg,LUX,2020-01-19,5.26
Luxembourg,LUX,2020-01-26,-3.59
Luxembourg,LUX,2020-02-02,-8.44
Luxembourg,LUX,2020-02-09,-7.22
Luxembourg,LUX,2020-02-16,-27.98
Luxembourg,LUX,2020-02-23,-5.97
Luxembourg,LUX,2020-03-01,-15.53
Luxembourg,LUX,2020-03-08,-9.8
Luxembourg,LUX,2020-03-15,6.62
Luxembourg,LUX,2020-03-22,1.16
Luxembourg,LUX,2020-03-29,31.09
Luxembourg,LUX,2020-04-05,8.85
Luxembourg,LUX,2020-04-12,62.01
Luxembourg,LUX,2020-04-19,11.39
Luxembourg,LUX,2020-04-26,11.86
Luxembourg,LUX,2020-05-03,-3.9
Luxembourg,LUX,2020-05-10,23.58
Luxembourg,LUX,2020-05-17,12.04
Luxembourg,LUX,2020-05-24,0.79
Luxembourg,LUX,2020-05-31,11.27
Luxembourg,LUX,2020-06-07,-1.08
Luxembourg,LUX,2020-06-14,-6.17
Luxembourg,LUX,2020-06-21,17.12
Luxembourg,LUX,2020-06-28,-2.62
Luxembourg,LUX,2020-07-05,-6.91
Luxembourg,LUX,2020-07-12,-9.2
Luxembourg,LUX,2020-07-19,1.11
Luxembourg,LUX,2020-07-26,-5.08
Luxembourg,LUX,2020-08-02,21.33
Luxembourg,LUX,2020-08-09,24.66
Luxembourg,LUX,2020-08-16,33.78
Luxembourg,LUX,2020-08-23,7.14
Luxembourg,LUX,2020-08-30,-19.74
Luxembourg,LUX,2020-09-06,13.16
Luxembourg,LUX,2020-09-13,-1.08
Luxembourg,LUX,2020-09-20,29.08
Luxembourg,LUX,2020-09-27,-7.18
Luxembourg,LUX,2020-10-04,6.22
Luxembourg,LUX,2020-10-11,-18.63
Luxembourg,LUX,2020-10-18,16.31
Luxembourg,LUX,2020-10-25,25
Luxembourg,LUX,2020-11-01,15.02
Luxembourg,LUX,2020-11-08,36.14
Luxembourg,LUX,2020-11-15,47.73
Luxembourg,LUX,2020-11-22,48.24
Luxembourg,LUX,2020-11-29,80.59
Luxembourg,LUX,2020-12-06,39.95
Luxembourg,LUX,2020-12-13,52.17
Luxembourg,LUX,2020-12-20,25.3
Luxembourg,LUX,2020-12-27,38.95
Luxembourg,LUX,2021-01-03,15.2
Luxembourg,LUX,2021-01-10,16.36
Luxembourg,LUX,2021-01-17,1.48
Luxembourg,LUX,2021-01-24,1.83
Luxembourg,LUX,2021-01-31,23.32
Luxembourg,LUX,2021-02-07,-3.29
Luxembourg,LUX,2021-02-14,-8.25
Luxembourg,LUX,2021-02-21,-4.32
Luxembourg,LUX,2021-02-28,-4.87
Luxembourg,LUX,2021-03-07,1.6
Luxembourg,LUX,2021-03-14,11.76
Luxembourg,LUX,2021-03-21,40.93
Luxembourg,LUX,2021-03-28,-9.3
Luxembourg,LUX,2021-04-04,-9.51
Luxembourg,LUX,2021-04-11,5.26
Luxembourg,LUX,2021-04-18,4.75
Luxembourg,LUX,2021-04-25,5.06
Luxembourg,LUX,2021-05-02,25.34
Luxembourg,LUX,2021-05-09,7.24
Luxembourg,LUX,2021-05-16,-10.51
Luxembourg,LUX,2021-05-23,20.45
Luxembourg,LUX,2021-05-30,-10.99
Luxembourg,LUX,2021-06-06,-4.62
Luxembourg,LUX,2021-06-13,9.76
Luxembourg,LUX,2021-06-20,13.94
Luxembourg,LUX,2021-06-27,3.6
Luxembourg,LUX,2021-07-04,23.55
Luxembourg,LUX,2021-07-11,1.06
Luxembourg,LUX,2021-07-18,6.97
Luxembourg,LUX,2021-07-25,-4.43
Luxembourg,LUX,2021-08-01,-11.76
Luxembourg,LUX,2021-08-08,0
Luxembourg,LUX,2021-08-15,3.22
Luxembourg,LUX,2021-08-22,-12.16
Luxembourg,LUX,2021-08-29,7.14
Luxembourg,LUX,2021-09-05,6.58
Luxembourg,LUX,2021-09-12,21.05
Luxembourg,LUX,2021-09-19,0.27
Luxembourg,LUX,2021-09-26,2.37
Luxembourg,LUX,2021-10-03,10.15
Luxembourg,LUX,2021-10-10,21.76
Luxembourg,LUX,2021-10-17,-19.81
Luxembourg,LUX,2021-10-24,9.63
Luxembourg,LUX,2021-10-31,47.85
Luxembourg,LUX,2021-11-07,18.54
Luxembourg,LUX,2021-11-14,21.69
Luxembourg,LUX,2021-11-21,11.11
Luxembourg,LUX,2021-11-28,20
Luxembourg,LUX,2021-12-05,41.51
Luxembourg,LUX,2021-12-12,14.5
Luxembourg,LUX,2021-12-19,12.32
Luxembourg,LUX,2021-12-26,30.07
Luxembourg,LUX,2022-01-02,17.58
Luxembourg,LUX,2022-01-09,12.9
Luxembourg,LUX,2022-01-16,-5.92
Luxembourg,LUX,2022-01-23,-3.89
Luxembourg,LUX,2022-01-30,5.38
Luxembourg,LUX,2022-02-06,-1.23
Luxembourg,LUX,2022-02-13,-1.03
Luxembourg,LUX,2022-02-20,-0.21
Luxembourg,LUX,2022-02-27,20.58
Luxembourg,LUX,2022-03-06,5.02
Macao,MAC,2020-01-31,-5.37
Macao,MAC,2020-02-29,3.43
Macao,MAC,2020-03-31,-10.5
Macao,MAC,2020-04-30,6.54
Macao,MAC,2020-05-31,-9.64
Macao,MAC,2020-06-30,1.71
Macao,MAC,2020-07-31,0.97
Macao,MAC,2020-08-31,10.63
Macao,MAC,2020-09-30,11.38
Macao,MAC,2020-10-31,6.36
Macao,MAC,2020-11-30,9.22
Macao,MAC,2020-12-31,-8.48
Macao,MAC,2021-01-31,-0.19
Macao,MAC,2021-02-28,6.75
Macao,MAC,2021-03-31,0.75
Macao,MAC,2021-04-30,5.41
Macao,MAC,2021-05-31,-0.88
Macao,MAC,2021-06-30,10.86
Macao,MAC,2021-07-31,-3.89
Macao,MAC,2021-08-31,7.95
Macao,MAC,2021-09-30,7.75
Macao,MAC,2021-10-31,13.29
Macao,MAC,2021-11-30,2.96
Macao,MAC,2021-12-31,11.27
Macao,MAC,2022-01-31,-3.48
Macao,MAC,2022-02-28,2.88
Malaysia,MYS,2020-01-31,12.05
Malaysia,MYS,2020-02-29,4.85
Malaysia,MYS,2020-03-31,1.56
Malaysia,MYS,2020-04-30,-4.47
Malaysia,MYS,2020-05-31,-1.37
Malaysia,MYS,2020-06-30,-2.97
Malaysia,MYS,2020-07-31,-4.35
Malaysia,MYS,2020-08-31,0.5
Malaysia,MYS,2020-09-30,0.96
Malaysia,MYS,2020-10-31,1.48
Malaysia,MYS,2020-11-30,-5.14
Malaysia,MYS,2020-12-31,-2.34
Malaysia,MYS,2021-01-31,7.61
Malaysia,MYS,2021-02-28,2.4
Malaysia,MYS,2021-03-31,1.37
Malaysia,MYS,2021-04-30,5.08
Malaysia,MYS,2021-05-31,7.7
Malaysia,MYS,2021-06-30,7.85
Malaysia,MYS,2021-07-31,57.48
Malaysia,MYS,2021-08-31,72.61
Malaysia,MYS,2021-09-30,45.83
Maldives,MDV,2020-01-31,6.15
Maldives,MDV,2020-02-29,-2.44
Maldives,MDV,2020-03-31,-7.31
Maldives,MDV,2020-04-30,-10.08
Maldives,MDV,2020-05-31,11.91
Maldives,MDV,2020-06-30,-0.66
Maldives,MDV,2020-07-31,25.27
Maldives,MDV,2020-08-31,39.01
Maldives,MDV,2020-09-30,25.28
Maldives,MDV,2020-10-31,8.65
Maldives,MDV,2020-11-30,20.61
Maldives,MDV,2020-12-31,-1.23
Malta,MLT,2020-01-05,-3.33
Malta,MLT,2020-01-12,10.45
Malta,MLT,2020-01-19,8.3
Malta,MLT,2020-01-26,0.69
Malta,MLT,2020-02-02,-10.47
Malta,MLT,2020-02-09,3.21
Malta,MLT,2020-02-16,-12.2
Malta,MLT,2020-02-23,-17.23
Malta,MLT,2020-03-01,-16.67
Malta,MLT,2020-03-08,-11.62
Malta,MLT,2020-03-15,23.63
Malta,MLT,2020-03-22,36.48
Malta,MLT,2020-03-29,18.34
Malta,MLT,2020-04-05,4.46
Malta,MLT,2020-04-12,15.62
Malta,MLT,2020-04-19,38.81
Malta,MLT,2020-04-26,-7.89
Malta,MLT,2020-05-03,11.78
Malta,MLT,2020-05-10,8.9
Malta,MLT,2020-05-17,17.55
Malta,MLT,2020-05-24,-15.03
Malta,MLT,2020-05-31,2.13
Malta,MLT,2020-06-07,12.46
Malta,MLT,2020-06-14,-11.21
Malta,MLT,2020-06-21,9.32
Malta,MLT,2020-06-28,-20.07
Malta,MLT,2020-07-05,16.16
Malta,MLT,2020-07-12,2.99
Malta,MLT,2020-07-19,18.08
Malta,MLT,2020-07-26,-0.32
Malta,MLT,2020-08-02,1.59
Malta,MLT,2020-08-09,0
Malta,MLT,2020-08-16,0
Malta,MLT,2020-08-23,44.13
Malta,MLT,2020-08-30,21.67
Malta,MLT,2020-09-06,14.89
Malta,MLT,2020-09-13,5.61
Malta,MLT,2020-09-20,17.1
Malta,MLT,2020-09-27,44.93
Malta,MLT,2020-10-04,48.41
Malta,MLT,2020-10-11,16.78
Malta,MLT,2020-10-18,-2.52
Malta,MLT,2020-10-25,11.3
Malta,MLT,2020-11-01,47.35
Malta,MLT,2020-11-08,44.33
Malta,MLT,2020-11-15,41.37
Malta,MLT,2020-11-22,38.2
Malta,MLT,2020-11-29,35.17
Malta,MLT,2020-12-06,55.88
Malta,MLT,2020-12-13,45.71
Malta,MLT,2020-12-20,56.16
Malta,MLT,2020-12-27,32.25
Malta,MLT,2021-01-03,4.41
Malta,MLT,2021-01-10,-3.33
Malta,MLT,2021-01-17,-0.24
Malta,MLT,2021-01-24,18.42
Malta,MLT,2021-01-31,6.41
Malta,MLT,2021-02-07,2.33
Malta,MLT,2021-02-14,5.5
Malta,MLT,2021-02-21,32.93
Malta,MLT,2021-02-28,21.32
Malta,MLT,2021-03-07,32.35
Malta,MLT,2021-03-14,32.58
Malta,MLT,2021-03-21,29.12
Malta,MLT,2021-03-28,12.86
Malta,MLT,2021-04-04,15.38
Malta,MLT,2021-04-11,-8.08
Malta,MLT,2021-04-18,3.6
Malta,MLT,2021-04-25,-4.48
Malta,MLT,2021-05-02,-2.96
Malta,MLT,2021-05-09,5.74
Malta,MLT,2021-05-16,18.1
Malta,MLT,2021-05-23,24.17
Malta,MLT,2021-05-30,25.82
Malta,MLT,2021-06-06,-19.21
Malta,MLT,2021-06-13,-1.38
Malta,MLT,2021-06-20,5.92
Malta,MLT,2021-06-27,0.36
Malta,MLT,2021-07-04,56.46
Malta,MLT,2021-07-11,11.11
Malta,MLT,2021-07-18,26.25
Malta,MLT,2021-07-25,16.24
Malta,MLT,2021-08-01,-0.32
Malta,MLT,2021-08-08,42.86
Malta,MLT,2021-08-15,46.03
Malta,MLT,2021-08-22,-6.9
Malta,MLT,2021-08-29,35.23
Malta,MLT,2021-09-05,15
Malta,MLT,2021-09-12,16.5
Malta,MLT,2021-09-19,20.46
Malta,MLT,2021-09-26,-7.06
Malta,MLT,2021-10-03,52.17
Malta,MLT,2021-10-10,16.61
Malta,MLT,2021-10-17,-11.18
Malta,MLT,2021-10-24,36.79
Malta,MLT,2021-10-31,-5.32
Malta,MLT,2021-11-07,17.55
Malta,MLT,2021-11-14,9.97
Malta,MLT,2021-11-21,19.05
Malta,MLT,2021-11-28,22.67
Malta,MLT,2021-12-05,16.28
Malta,MLT,2021-12-12,13.24
Malta,MLT,2021-12-19,25.71
Malta,MLT,2021-12-26,54.73
Malta,MLT,2022-01-02,6.73
Malta,MLT,2022-01-09,-0.21
Malta,MLT,2022-01-16,5.7
Malta,MLT,2022-01-23,24.49
Malta,MLT,2022-01-30,38.44
Malta,MLT,2022-02-06,29.07
Malta,MLT,2022-02-13,30.73
Malta,MLT,2022-02-20,21.95
Malta,MLT,2022-02-27,-13.83
Malta,MLT,2022-03-06,26.23
Malta,MLT,2022-03-13,19.95
Malta,MLT,2022-03-20,11.26
Malta,MLT,2022-03-27,-4.2
Malta,MLT,2022-04-03,10.95
Martinique,MTQ,2020-01-05,-16.67
Martinique,MTQ,2020-01-12,-4.07
Martinique,MTQ,2020-01-19,4.79
Martinique,MTQ,2020-01-26,-18.83
Martinique,MTQ,2020-02-02,15.76
Martinique,MTQ,2020-02-09,7.48
Martinique,MTQ,2020-02-16,-11.94
Martinique,MTQ,2020-02-23,3.6
Martinique,MTQ,2020-03-01,-19.77
Martinique,MTQ,2020-03-08,19.57
Martinique,MTQ,2020-03-15,-4.62
Martinique,MTQ,2020-03-22,8.31
Martinique,MTQ,2020-03-29,6.45
Martinique,MTQ,2020-04-05,27.42
Martinique,MTQ,2020-04-12,23.29
Martinique,MTQ,2020-04-19,15.38
Martinique,MTQ,2020-04-26,-7.69
Martinique,MTQ,2020-05-03,7.74
Martinique,MTQ,2020-05-10,37.15
Martinique,MTQ,2020-05-17,10.56
Martinique,MTQ,2020-05-24,-7.01
Martinique,MTQ,2020-05-31,18.03
Martinique,MTQ,2020-06-07,-22.49
Martinique,MTQ,2020-06-14,7.58
Martinique,MTQ,2020-06-21,33.9
Martinique,MTQ,2020-06-28,-0.64
Martinique,MTQ,2020-07-05,-3.51
Martinique,MTQ,2020-07-12,7.26
Martinique,MTQ,2020-07-19,1.25
Martinique,MTQ,2020-07-26,-1.9
Martinique,MTQ,2020-08-02,-0.61
Martinique,MTQ,2020-08-09,-3.54
Martinique,MTQ,2020-08-16,14.33
Martinique,MTQ,2020-08-23,7.87
Martinique,MTQ,2020-08-30,16.04
Martinique,MTQ,2020-09-06,4.82
Martinique,MTQ,2020-09-13,53.97
Martinique,MTQ,2020-09-20,65.59
Martinique,MTQ,2020-09-27,43.36
Martinique,MTQ,2020-10-04,18.83
Martinique,MTQ,2020-10-11,28.47
Martinique,MTQ,2020-10-18,14.38
Martinique,MTQ,2020-10-25,16.32
Martinique,MTQ,2020-11-01,19.64
Martinique,MTQ,2020-11-08,10.37
Martinique,MTQ,2020-11-15,47.06
Martinique,MTQ,2020-11-22,19.72
Martinique,MTQ,2020-11-29,7.84
Martinique,MTQ,2020-12-06,-4.53
Martinique,MTQ,2020-12-13,14.38
Martinique,MTQ,2020-12-20,-13.04
Martinique,MTQ,2020-12-27,-2.58
Martinique,MTQ,2021-01-03,-15.47
Martinique,MTQ,2021-01-10,20.92
Martinique,MTQ,2021-01-17,3.2
Martinique,MTQ,2021-01-24,-2.69
Martinique,MTQ,2021-01-31,-2.6
Martinique,MTQ,2021-02-07,12.54
Martinique,MTQ,2021-02-14,-12.77
Martinique,MTQ,2021-02-21,2.99
Martinique,MTQ,2021-02-28,-5.41
Martinique,MTQ,2021-03-07,-11.17
Martinique,MTQ,2021-03-14,16.46
Martinique,MTQ,2021-03-21,6.15
Martinique,MTQ,2021-03-28,-2.08
Martinique,MTQ,2021-04-04,8.06
Martinique,MTQ,2021-04-11,19.35
Martinique,MTQ,2021-04-18,4.45
Martinique,MTQ,2021-04-25,22.38
Martinique,MTQ,2021-05-02,7.69
Martinique,MTQ,2021-05-09,26.26
Martinique,MTQ,2021-05-16,-11.46
Martinique,MTQ,2021-05-23,7.26
Martinique,MTQ,2021-05-30,31.1
Martinique,MTQ,2021-06-06,31.15
Martinique,MTQ,2021-06-13,13.98
Martinique,MTQ,2021-06-20,12.12
Martinique,MTQ,2021-06-27,42.37
Martinique,MTQ,2021-07-04,2.56
Martinique,MTQ,2021-07-11,19.88
Martinique,MTQ,2021-07-18,16.72
Martinique,MTQ,2021-07-25,30.84
Martinique,MTQ,2021-08-01,89.87
Martinique,MTQ,2021-08-08,176.76
Martinique,MTQ,2021-08-15,231.19
Martinique,MTQ,2021-08-22,233.84
Martinique,MTQ,2021-08-29,166.76
Martinique,MTQ,2021-09-05,210.58
Martinique,MTQ,2021-09-12,122.38
Martinique,MTQ,2021-09-19,77.15
Martinique,MTQ,2021-09-26,78.46
Martinique,MTQ,2021-10-03,53.85
Martinique,MTQ,2021-10-10,35.8
Martinique,MTQ,2021-10-17,64.93
Martinique,MTQ,2021-10-24,32.35
Martinique,MTQ,2021-10-31,38.89
Martinique,MTQ,2021-11-07,19.64
Martinique,MTQ,2021-11-14,25.42
Martinique,MTQ,2021-11-21,12.46
Martinique,MTQ,2021-11-28,56.69
Martinique,MTQ,2021-12-05,27.45
Martinique,MTQ,2021-12-12,29.45
Martinique,MTQ,2021-12-19,6.21
Martinique,MTQ,2021-12-26,34.78
Martinique,MTQ,2022-01-02,-5.44
Martinique,MTQ,2022-01-09,35.62
Martinique,MTQ,2022-01-16,43.9
Martinique,MTQ,2022-01-23,43.71
Martinique,MTQ,2022-01-30,36.36
Martinique,MTQ,2022-02-06,57.56
Martinique,MTQ,2022-02-13,41.74
Martinique,MTQ,2022-02-20,20.9
Martinique,MTQ,2022-02-27,15.62
Martinique,MTQ,2022-03-06,26.07
Martinique,MTQ,2022-03-13,10.25
Mauritius,MUS,2020-01-31,6.94
Mauritius,MUS,2020-02-29,7.48
Mauritius,MUS,2020-03-31,4.66
Mauritius,MUS,2020-04-30,5.77
Mauritius,MUS,2020-05-31,5.81
Mauritius,MUS,2020-06-30,12.21
Mauritius,MUS,2020-07-31,1.6
Mauritius,MUS,2020-08-31,7.6
Mauritius,MUS,2020-09-30,-0.07
Mauritius,MUS,2020-10-31,8.12
Mauritius,MUS,2020-11-30,10.71
Mauritius,MUS,2020-12-31,6.39
Mauritius,MUS,2021-01-31,5.83
Mauritius,MUS,2021-02-28,8.5
Mauritius,MUS,2021-03-31,7.26
Mauritius,MUS,2021-04-30,7.52
Mauritius,MUS,2021-05-31,5.21
Mauritius,MUS,2021-06-30,17.39
Mauritius,MUS,2021-07-31,2.2
Mauritius,MUS,2021-08-31,26.5
Mauritius,MUS,2021-09-30,32.69
Mauritius,MUS,2021-10-31,41.53
Mauritius,MUS,2021-11-30,116.87
Mauritius,MUS,2021-12-31,65.51
Mayotte,MYT,2020-01-05,8.33
Mayotte,MYT,2020-01-12,21.43
Mayotte,MYT,2020-01-19,23.08
Mayotte,MYT,2020-01-26,-17.65
Mayotte,MYT,2020-02-02,-26.47
Mayotte,MYT,2020-02-09,100
Mayotte,MYT,2020-02-16,-6.67
Mayotte,MYT,2020-02-23,91.67
Mayotte,MYT,2020-03-01,66.67
Mayotte,MYT,2020-03-08,0
Mayotte,MYT,2020-03-15,40.85
Mayotte,MYT,2020-03-22,82.54
Mayotte,MYT,2020-03-29,25
Mayotte,MYT,2020-04-05,158.93
Mayotte,MYT,2020-04-12,61.97
Mayotte,MYT,2020-04-19,170.49
Mayotte,MYT,2020-04-26,-14.29
Mayotte,MYT,2020-05-03,68.83
Mayotte,MYT,2020-05-10,23.38
Mayotte,MYT,2020-05-17,172.73
Mayotte,MYT,2020-05-24,47.06
Mayotte,MYT,2020-05-31,123.4
Mayotte,MYT,2020-06-07,-7.14
Mayotte,MYT,2020-06-14,59.42
Mayotte,MYT,2020-06-21,-23.73
Mayotte,MYT,2020-06-28,6.56
Mayotte,MYT,2020-07-05,37.1
Mayotte,MYT,2020-07-12,63.64
Mayotte,MYT,2020-07-19,-11.29
Mayotte,MYT,2020-07-26,20
Mayotte,MYT,2020-08-02,36.99
Mayotte,MYT,2020-08-09,27.12
Mayotte,MYT,2020-08-16,38.89
Mayotte,MYT,2020-08-23,55.74
Mayotte,MYT,2020-08-30,14.75
Mayotte,MYT,2020-09-06,-10.11
Mayotte,MYT,2020-09-13,-13.79
Mayotte,MYT,2020-09-20,53.85
Mayotte,MYT,2020-09-27,130
Mayotte,MYT,2020-10-04,-13.58
Mayotte,MYT,2020-10-11,4.17
Mayotte,MYT,2020-10-18,9.37
Mayotte,MYT,2020-10-25,-27.71
Mayotte,MYT,2020-11-01,-13.58
Mayotte,MYT,2020-11-08,45.16
Mayotte,MYT,2020-11-15,20.97
Mayotte,MYT,2020-11-22,45.83
Mayotte,MYT,2020-11-29,-12.7
Mayotte,MYT,2020-12-06,60
Mayotte,MYT,2020-12-13,55.74
Mayotte,MYT,2020-12-20,13.33
Mayotte,MYT,2020-12-27,80.33
Mayotte,MYT,2021-01-03,14.75
Mayotte,MYT,2021-01-10,116.67
Mayotte,MYT,2021-01-17,35.71
Mayotte,MYT,2021-01-24,53.85
